OrderKey,OrderAlternateKey,Order Date,Ship Date,Ship Mode
121489,CA-2017-121489,8/21/2017,8/25/2017,Second Class
133081,US-2017-133081,03/11/2017,3/15/2017,Standard Class
165008,CA-2017-165008,9/15/2017,9/17/2017,Second Class
145611,CA-2016-145611,9/20/2016,9/24/2016,Standard Class
113600,CA-2016-113600,12/15/2016,12/17/2016,Second Class
130834,CA-2017-130834,11/03/2017,11/06/2017,Second Class
168543,CA-2016-168543,07/03/2016,07/07/2016,Standard Class
144974,CA-2014-144974,9/26/2014,9/30/2014,Standard Class
109904,CA-2014-109904,7/14/2014,7/17/2014,Second Class
152205,CA-2017-152205,9/28/2017,10/05/2017,Standard Class
121188,CA-2015-121188,8/28/2015,09/04/2015,Standard Class
156013,CA-2015-156013,9/20/2015,9/26/2015,Standard Class
132997,CA-2016-132997,11/07/2016,11/09/2016,First Class
160563,US-2015-160563,10/20/2015,10/24/2015,Standard Class
151750,CA-2017-151750,01/01/2017,01/05/2017,Standard Class
106187,CA-2015-106187,6/23/2015,6/29/2015,Standard Class
164945,US-2016-164945,11/22/2016,11/27/2016,Standard Class
150714,CA-2015-150714,10/26/2015,11/01/2015,Standard Class
105753,CA-2016-105753,10/20/2016,10/26/2016,Standard Class
120894,CA-2017-120894,4/28/2017,05/02/2017,Standard Class
106621,CA-2016-106621,9/29/2016,10/01/2016,Second Class
107020,CA-2015-107020,07/10/2015,7/14/2015,Standard Class
117492,US-2015-117492,08/07/2015,08/09/2015,First Class
101392,CA-2014-101392,12/07/2014,12/13/2014,Standard Class
127502,CA-2015-127502,12/10/2015,12/14/2015,Standard Class
143658,CA-2017-143658,11/08/2017,11/13/2017,Second Class
133046,CA-2017-133046,7/27/2017,08/01/2017,Second Class
122798,CA-2017-122798,12/28/2017,01/01/2018,Standard Class
169663,CA-2016-169663,03/10/2016,3/13/2016,First Class
149846,CA-2015-149846,5/22/2015,5/26/2015,Standard Class
159149,CA-2017-159149,2/17/2017,2/19/2017,First Class
167570,US-2017-167570,12/08/2017,12/15/2017,Standard Class
160122,CA-2017-160122,11/18/2017,11/23/2017,Standard Class
130393,CA-2016-130393,12/01/2016,12/03/2016,Second Class
144820,CA-2017-144820,10/03/2017,10/07/2017,Second Class
101014,CA-2017-101014,8/29/2017,09/04/2017,Standard Class
105543,CA-2017-105543,11/24/2017,11/24/2017,Same Day
113201,US-2017-113201,6/30/2017,07/05/2017,Standard Class
106551,US-2017-106551,7/22/2017,7/27/2017,Standard Class
116722,CA-2016-116722,11/11/2016,11/16/2016,Standard Class
138128,CA-2014-138128,12/09/2014,12/15/2014,Standard Class
150070,US-2017-150070,09/07/2017,09/12/2017,Standard Class
137064,CA-2015-137064,02/06/2015,2/13/2015,Standard Class
157350,CA-2017-157350,8/26/2017,09/01/2017,Standard Class
127866,CA-2014-127866,7/20/2014,7/23/2014,First Class
131352,CA-2015-131352,10/08/2015,10/13/2015,Standard Class
121776,CA-2015-121776,2/16/2015,2/21/2015,Standard Class
118073,CA-2016-118073,08/12/2016,8/16/2016,Standard Class
103219,CA-2014-103219,11/09/2014,11/13/2014,Standard Class
102561,CA-2016-102561,7/18/2016,7/22/2016,Standard Class
100993,CA-2016-100993,02/05/2016,02/10/2016,Standard Class
112949,US-2014-112949,6/20/2014,6/27/2014,Standard Class
146822,US-2017-146822,06/09/2017,6/14/2017,Standard Class
131058,US-2016-131058,12/27/2016,12/31/2016,Standard Class
167997,CA-2014-167997,1/26/2014,1/29/2014,First Class
140151,CA-2017-140151,3/23/2017,3/25/2017,First Class
143770,US-2017-143770,3/20/2017,3/24/2017,Standard Class
131296,CA-2016-131296,10/04/2016,10/09/2016,Standard Class
103464,CA-2016-103464,11/18/2016,11/22/2016,Standard Class
136238,CA-2017-136238,12/26/2017,01/01/2018,Standard Class
120803,CA-2016-120803,03/09/2016,3/13/2016,Standard Class
134138,CA-2016-134138,2/16/2016,2/20/2016,Standard Class
120915,CA-2015-120915,9/28/2015,10/03/2015,Second Class
168207,CA-2015-168207,11/02/2015,11/06/2015,Standard Class
144148,CA-2016-144148,7/31/2016,08/05/2016,Standard Class
107174,CA-2017-107174,11/06/2017,11/13/2017,Standard Class
146150,CA-2016-146150,2/14/2016,2/19/2016,Standard Class
114125,CA-2014-114125,07/09/2014,7/13/2014,Standard Class
114944,CA-2016-114944,1/30/2016,02/04/2016,Standard Class
135965,CA-2016-135965,9/22/2016,9/25/2016,First Class
149699,CA-2017-149699,12/22/2017,12/24/2017,First Class
166429,CA-2016-166429,09/02/2016,09/08/2016,Standard Class
112767,CA-2015-112767,08/02/2015,08/06/2015,Standard Class
119879,CA-2015-119879,11/21/2015,11/25/2015,Standard Class
155642,CA-2017-155642,5/18/2017,5/22/2017,Standard Class
101721,US-2017-101721,7/23/2017,7/27/2017,Standard Class
136728,CA-2015-136728,9/13/2015,9/17/2015,Second Class
127194,CA-2016-127194,12/10/2016,12/16/2016,Standard Class
140375,CA-2015-140375,10/02/2015,10/05/2015,Second Class
155866,US-2017-155866,11/17/2017,11/21/2017,Standard Class
141327,CA-2015-141327,11/30/2015,12/03/2015,First Class
136700,CA-2015-136700,12/06/2015,12/11/2015,Second Class
102736,CA-2017-102736,09/05/2017,09/09/2017,Standard Class
125269,CA-2017-125269,4/24/2017,4/30/2017,Standard Class
114811,CA-2015-114811,11/08/2015,11/08/2015,Same Day
122266,CA-2015-122266,4/26/2015,4/30/2015,Standard Class
141565,CA-2015-141565,9/20/2015,9/24/2015,Standard Class
128769,CA-2017-128769,09/07/2017,09/12/2017,Standard Class
116337,CA-2016-116337,11/07/2016,11/12/2016,Standard Class
120845,CA-2015-120845,9/25/2015,10/02/2015,Standard Class
120775,CA-2014-120775,10/03/2014,10/07/2014,Standard Class
152905,CA-2014-152905,2/18/2014,2/24/2014,Standard Class
104633,CA-2016-104633,06/12/2016,6/16/2016,Standard Class
104136,CA-2017-104136,11/01/2017,11/04/2017,Second Class
123050,CA-2016-123050,04/04/2016,04/08/2016,Second Class
162355,CA-2016-162355,6/30/2016,07/02/2016,Second Class
158225,CA-2014-158225,9/22/2014,9/28/2014,Standard Class
102204,CA-2017-102204,05/01/2017,05/06/2017,Standard Class
103065,CA-2017-103065,10/20/2017,10/20/2017,Same Day
109855,CA-2014-109855,09/01/2014,09/05/2014,Standard Class
109897,CA-2014-109897,08/12/2014,8/16/2014,Standard Class
143581,US-2014-143581,8/19/2014,8/23/2014,Standard Class
129217,CA-2015-129217,05/10/2015,05/10/2015,Same Day
133816,CA-2016-133816,05/10/2016,5/13/2016,Second Class
140221,CA-2015-140221,03/05/2015,03/09/2015,Second Class
152310,CA-2017-152310,08/12/2017,8/19/2017,Standard Class
118101,CA-2016-118101,6/26/2016,6/26/2016,Same Day
100307,CA-2016-100307,12/15/2016,12/19/2016,Standard Class
138457,CA-2015-138457,9/13/2015,9/17/2015,Standard Class
131800,CA-2014-131800,12/30/2014,01/04/2015,Standard Class
118304,CA-2014-118304,4/29/2014,05/04/2014,Standard Class
121790,CA-2017-121790,1/30/2017,02/06/2017,Standard Class
169670,CA-2016-169670,12/25/2016,12/31/2016,Standard Class
139549,CA-2016-139549,10/20/2016,10/25/2016,Standard Class
104059,CA-2015-104059,6/13/2015,6/15/2015,Second Class
164112,CA-2017-164112,6/30/2017,07/04/2017,Standard Class
143882,CA-2015-143882,6/26/2015,6/30/2015,Standard Class
139262,US-2016-139262,2/21/2016,2/25/2016,Standard Class
146192,CA-2017-146192,4/22/2017,4/26/2017,Standard Class
134810,CA-2017-134810,05/09/2017,05/10/2017,First Class
154284,CA-2015-154284,12/21/2015,12/26/2015,Second Class
156244,CA-2014-156244,08/12/2014,8/16/2014,Standard Class
106362,CA-2015-106362,12/11/2015,12/15/2015,Standard Class
168802,US-2017-168802,11/03/2017,11/07/2017,Standard Class
146906,US-2017-146906,3/13/2017,3/17/2017,Standard Class
166380,CA-2016-166380,5/30/2016,06/03/2016,Standard Class
158911,US-2015-158911,07/05/2015,07/11/2015,Standard Class
103338,US-2014-103338,03/11/2014,3/15/2014,Standard Class
109169,CA-2015-109169,4/20/2015,4/24/2015,Standard Class
167318,US-2017-167318,7/26/2017,08/01/2017,Standard Class
120313,US-2014-120313,10/31/2014,11/02/2014,Second Class
135419,CA-2017-135419,11/03/2017,11/09/2017,Standard Class
128671,CA-2016-128671,08/11/2016,8/16/2016,Standard Class
149335,CA-2016-149335,7/25/2016,7/25/2016,Same Day
168312,CA-2014-168312,03/01/2014,03/07/2014,Standard Class
105935,US-2017-105935,1/26/2017,1/31/2017,Standard Class
161508,CA-2014-161508,07/12/2014,7/16/2014,Standard Class
130904,CA-2017-130904,04/11/2017,4/16/2017,Standard Class
133620,CA-2017-133620,11/13/2017,11/18/2017,Standard Class
142937,CA-2015-142937,12/05/2015,12/06/2015,First Class
149790,US-2016-149790,9/26/2016,10/01/2016,Standard Class
130778,CA-2016-130778,11/19/2016,11/25/2016,Standard Class
144456,CA-2017-144456,09/08/2017,09/09/2017,First Class
103478,CA-2017-103478,7/21/2017,7/24/2017,Second Class
118577,CA-2017-118577,10/06/2017,10/11/2017,Standard Class
113572,CA-2017-113572,11/07/2017,11/11/2017,Standard Class
153269,CA-2016-153269,03/09/2016,03/12/2016,First Class
161655,CA-2017-161655,5/13/2017,5/18/2017,Second Class
101469,CA-2016-101469,07/02/2016,07/08/2016,Standard Class
153087,CA-2014-153087,12/27/2014,01/03/2015,Standard Class
135076,CA-2017-135076,4/13/2017,4/17/2017,Standard Class
161634,CA-2014-161634,11/14/2014,11/20/2014,Standard Class
141481,CA-2017-141481,06/11/2017,6/14/2017,First Class
132549,CA-2016-132549,11/25/2016,11/30/2016,Standard Class
155544,US-2014-155544,3/21/2014,3/25/2014,Standard Class
115238,US-2015-115238,4/30/2015,05/04/2015,Standard Class
132199,CA-2017-132199,05/03/2017,05/08/2017,Standard Class
163174,CA-2016-163174,8/26/2016,8/30/2016,Standard Class
110555,CA-2014-110555,04/11/2014,4/18/2014,Standard Class
147207,CA-2017-147207,01/02/2017,01/04/2017,Second Class
137631,CA-2017-137631,4/28/2017,05/02/2017,Standard Class
157273,CA-2017-157273,1/30/2017,02/02/2017,First Class
109918,CA-2014-109918,09/07/2014,09/12/2014,Second Class
118745,CA-2016-118745,06/11/2016,6/16/2016,Standard Class
163972,CA-2016-163972,10/17/2016,10/21/2016,Standard Class
165393,CA-2014-165393,12/27/2014,12/30/2014,First Class
113726,CA-2016-113726,11/24/2016,12/01/2016,Standard Class
152940,CA-2016-152940,11/10/2016,11/13/2016,First Class
158701,CA-2015-158701,01/05/2015,01/10/2015,Standard Class
156272,CA-2017-156272,3/21/2017,3/27/2017,Standard Class
162964,CA-2015-162964,11/12/2015,11/18/2015,Standard Class
103527,CA-2014-103527,09/09/2014,9/14/2014,Second Class
134544,CA-2016-134544,3/17/2016,3/19/2016,Second Class
163048,CA-2016-163048,02/08/2016,2/15/2016,Standard Class
145135,CA-2016-145135,11/26/2016,11/28/2016,First Class
137582,CA-2017-137582,09/04/2017,09/08/2017,Standard Class
149601,CA-2015-149601,5/28/2015,06/03/2015,Standard Class
139423,CA-2014-139423,11/01/2014,11/05/2014,Standard Class
102596,CA-2016-102596,12/27/2016,12/30/2016,First Class
153227,CA-2017-153227,12/04/2017,12/06/2017,First Class
110625,CA-2017-110625,12/23/2017,12/30/2017,Standard Class
142594,CA-2016-142594,12/01/2016,12/06/2016,Second Class
152254,CA-2014-152254,6/30/2014,6/30/2014,Same Day
120236,US-2014-120236,09/03/2014,09/04/2014,First Class
120061,CA-2017-120061,11/02/2017,11/07/2017,Second Class
133837,CA-2015-133837,4/13/2015,4/18/2015,Standard Class
110814,CA-2015-110814,12/05/2015,12/09/2015,Second Class
154067,CA-2016-154067,02/01/2016,02/07/2016,Standard Class
140480,CA-2017-140480,07/08/2017,07/12/2017,Standard Class
134082,CA-2015-134082,12/11/2015,12/17/2015,Standard Class
130820,CA-2016-130820,11/15/2016,11/15/2016,Same Day
159765,CA-2016-159765,05/09/2016,05/12/2016,Second Class
132290,CA-2017-132290,03/10/2017,3/14/2017,Standard Class
147109,CA-2016-147109,12/17/2016,12/21/2016,Standard Class
107265,CA-2017-107265,04/06/2017,04/12/2017,Standard Class
118199,CA-2017-118199,05/09/2017,05/11/2017,First Class
150091,CA-2017-150091,10/12/2017,10/16/2017,Standard Class
137652,CA-2016-137652,8/28/2016,8/30/2016,First Class
128356,CA-2015-128356,10/02/2015,10/07/2015,Standard Class
167017,CA-2017-167017,11/23/2017,11/25/2017,First Class
132220,US-2017-132220,11/12/2017,11/16/2017,Standard Class
118129,CA-2016-118129,12/19/2016,12/21/2016,Second Class
113124,US-2014-113124,3/30/2014,04/05/2014,Standard Class
155621,CA-2017-155621,11/08/2017,11/13/2017,Standard Class
127635,US-2014-127635,9/14/2014,9/18/2014,Second Class
151470,CA-2015-151470,9/20/2015,9/26/2015,Standard Class
112823,CA-2015-112823,12/10/2015,12/16/2015,Standard Class
108861,CA-2014-108861,5/28/2014,06/01/2014,Standard Class
114370,CA-2017-114370,3/14/2017,3/17/2017,Second Class
158302,CA-2016-158302,12/08/2016,12/12/2016,Second Class
145779,CA-2017-145779,05/06/2017,05/10/2017,Standard Class
155173,US-2016-155173,03/06/2016,03/10/2016,Standard Class
125451,CA-2017-125451,10/23/2017,10/24/2017,First Class
131387,CA-2014-131387,4/28/2014,4/30/2014,First Class
125087,CA-2016-125087,4/18/2016,4/23/2016,Standard Class
154081,CA-2016-154081,5/22/2016,5/29/2016,Standard Class
118556,US-2017-118556,5/28/2017,06/02/2017,Second Class
126200,CA-2014-126200,8/25/2014,8/29/2014,Standard Class
146500,CA-2014-146500,8/30/2014,09/04/2014,Standard Class
169537,CA-2015-169537,09/03/2015,09/07/2015,Second Class
100881,CA-2014-100881,3/28/2014,04/01/2014,Standard Class
144043,CA-2015-144043,05/10/2015,5/15/2015,Standard Class
116512,CA-2015-116512,04/09/2015,4/14/2015,Standard Class
101000,CA-2015-101000,04/09/2015,4/14/2015,Standard Class
168557,CA-2016-168557,9/19/2016,9/23/2016,Standard Class
164196,US-2016-164196,11/11/2016,11/17/2016,Standard Class
132031,US-2017-132031,4/23/2017,4/27/2017,Standard Class
169733,CA-2015-169733,10/22/2015,10/26/2015,Second Class
169404,CA-2017-169404,04/09/2017,4/14/2017,Standard Class
134880,CA-2017-134880,10/27/2017,11/01/2017,Standard Class
145758,CA-2015-145758,10/30/2015,10/30/2015,Same Day
158736,CA-2017-158736,12/18/2017,12/24/2017,Standard Class
119270,US-2016-119270,03/12/2016,3/16/2016,Standard Class
109890,CA-2014-109890,7/21/2014,7/27/2014,Standard Class
138583,CA-2016-138583,5/24/2016,5/28/2016,Standard Class
118535,US-2017-118535,02/11/2017,2/15/2017,Standard Class
126284,CA-2016-126284,9/20/2016,9/24/2016,Standard Class
142391,CA-2017-142391,9/24/2017,9/24/2017,Same Day
124716,CA-2017-124716,3/27/2017,3/31/2017,Standard Class
158841,CA-2016-158841,02/02/2016,02/04/2016,Second Class
106824,CA-2017-106824,07/07/2017,07/11/2017,Standard Class
109190,CA-2015-109190,10/23/2015,10/28/2015,Standard Class
143154,CA-2016-143154,12/02/2016,12/08/2016,Standard Class
169061,CA-2014-169061,03/05/2014,03/08/2014,Second Class
102316,CA-2015-102316,03/01/2015,03/03/2015,Second Class
164903,CA-2014-164903,2/20/2014,2/24/2014,Standard Class
109400,CA-2016-109400,05/02/2016,05/06/2016,Standard Class
130400,CA-2016-130400,03/08/2016,03/12/2016,Standard Class
135853,CA-2015-135853,12/11/2015,12/14/2015,First Class
103359,CA-2016-103359,12/22/2016,12/26/2016,Standard Class
144645,CA-2016-144645,02/02/2016,02/08/2016,Standard Class
141614,CA-2017-141614,06/05/2017,06/09/2017,Standard Class
122168,CA-2015-122168,8/21/2015,8/26/2015,Standard Class
132899,CA-2016-132899,04/07/2016,04/11/2016,Standard Class
149720,CA-2017-149720,06/04/2017,06/07/2017,Second Class
118003,CA-2017-118003,12/04/2017,12/10/2017,Standard Class
141887,CA-2016-141887,01/11/2016,1/15/2016,Standard Class
160206,US-2016-160206,04/01/2016,04/07/2016,Standard Class
133074,CA-2017-133074,9/21/2017,9/25/2017,Standard Class
161172,CA-2017-161172,3/16/2017,3/16/2017,Same Day
137624,CA-2017-137624,11/10/2017,11/17/2017,Standard Class
156748,CA-2016-156748,11/30/2016,12/06/2016,Standard Class
169677,CA-2015-169677,1/13/2015,1/15/2015,Second Class
163146,US-2014-163146,5/16/2014,5/20/2014,Standard Class
157343,CA-2015-157343,06/07/2015,06/11/2015,Standard Class
147354,CA-2017-147354,03/09/2017,3/13/2017,Standard Class
157287,CA-2015-157287,12/22/2015,12/23/2015,First Class
137575,CA-2014-137575,08/06/2014,08/11/2014,Standard Class
119074,CA-2016-119074,3/27/2016,3/31/2016,Standard Class
149566,CA-2015-149566,12/05/2015,12/10/2015,Standard Class
126186,CA-2015-126186,09/11/2015,09/12/2015,First Class
121132,CA-2015-121132,7/17/2015,7/24/2015,Standard Class
140473,CA-2014-140473,5/30/2014,06/03/2014,Standard Class
102904,US-2017-102904,11/13/2017,11/20/2017,Standard Class
102092,CA-2016-102092,12/09/2016,12/11/2016,First Class
117884,CA-2015-117884,3/22/2015,3/22/2015,Same Day
132829,CA-2016-132829,12/23/2016,12/26/2016,Second Class
123540,CA-2016-123540,04/02/2016,04/06/2016,Second Class
108315,US-2017-108315,4/30/2017,05/04/2017,Standard Class
134110,CA-2016-134110,11/17/2016,11/18/2016,First Class
136581,US-2016-136581,11/10/2016,11/12/2016,First Class
162390,CA-2016-162390,12/06/2016,12/12/2016,Standard Class
162222,CA-2016-162222,04/03/2016,04/03/2016,Same Day
121629,CA-2014-121629,11/28/2014,12/02/2014,Standard Class
164623,CA-2015-164623,10/20/2015,10/22/2015,First Class
159849,CA-2014-159849,9/19/2014,9/19/2014,Same Day
101273,CA-2017-101273,8/27/2017,8/30/2017,Second Class
106747,CA-2017-106747,07/03/2017,07/04/2017,First Class
146164,CA-2017-146164,12/22/2017,12/26/2017,Standard Class
111605,CA-2016-111605,12/27/2016,01/02/2017,Standard Class
130673,CA-2014-130673,5/20/2014,5/22/2014,Second Class
104808,CA-2014-104808,02/04/2014,02/08/2014,Second Class
132927,US-2017-132927,12/09/2017,12/15/2017,Standard Class
162015,CA-2017-162015,07/11/2017,7/18/2017,Standard Class
138492,CA-2015-138492,5/15/2015,5/22/2015,Standard Class
145338,CA-2017-145338,1/29/2017,02/01/2017,First Class
126676,CA-2017-126676,9/29/2017,10/01/2017,First Class
101700,CA-2017-101700,4/23/2017,4/26/2017,First Class
159667,CA-2017-159667,11/09/2017,11/13/2017,Standard Class
111934,CA-2014-111934,05/05/2014,05/07/2014,First Class
117387,US-2016-117387,10/27/2016,10/31/2016,Standard Class
141110,CA-2014-141110,11/26/2014,12/01/2014,Standard Class
133949,US-2014-133949,12/31/2014,12/31/2014,Same Day
116365,US-2016-116365,01/03/2016,01/08/2016,Standard Class
162936,CA-2017-162936,8/18/2017,8/22/2017,Standard Class
151946,CA-2014-151946,06/04/2014,06/09/2014,Standard Class
123624,CA-2017-123624,11/13/2017,11/17/2017,Second Class
146437,CA-2016-146437,1/28/2016,02/01/2016,Second Class
138233,CA-2016-138233,11/09/2016,11/14/2016,Standard Class
165918,CA-2016-165918,09/10/2016,9/14/2016,Standard Class
117513,CA-2017-117513,03/03/2017,03/08/2017,Standard Class
132437,CA-2017-132437,09/08/2017,9/13/2017,Second Class
119319,US-2017-119319,11/06/2017,11/09/2017,Second Class
104318,CA-2017-104318,5/13/2017,5/18/2017,Standard Class
114230,US-2016-114230,11/27/2016,12/01/2016,Standard Class
136147,CA-2015-136147,11/13/2015,11/18/2015,Standard Class
156118,CA-2015-156118,12/08/2015,12/12/2015,Standard Class
164084,CA-2015-164084,09/07/2015,09/12/2015,Standard Class
107783,CA-2016-107783,7/28/2016,7/29/2016,First Class
159793,CA-2017-159793,8/25/2017,8/29/2017,Standard Class
160094,CA-2014-160094,4/30/2014,05/02/2014,First Class
151281,CA-2017-151281,4/27/2017,05/02/2017,Standard Class
118346,CA-2017-118346,7/23/2017,7/24/2017,First Class
129819,CA-2014-129819,12/13/2014,12/15/2014,Second Class
148551,US-2017-148551,01/12/2017,1/16/2017,Standard Class
147767,CA-2017-147767,12/02/2017,12/02/2017,Same Day
108259,CA-2015-108259,11/08/2015,11/15/2015,Standard Class
113341,CA-2016-113341,11/25/2016,11/29/2016,Standard Class
131842,US-2015-131842,12/05/2015,12/08/2015,First Class
164574,CA-2016-164574,7/29/2016,08/03/2016,Standard Class
142769,CA-2014-142769,9/13/2014,9/13/2014,Same Day
168361,CA-2016-168361,6/21/2016,6/25/2016,Standard Class
153185,CA-2016-153185,09/03/2016,09/08/2016,Standard Class
124765,CA-2017-124765,11/25/2017,11/30/2017,Standard Class
131856,CA-2015-131856,05/12/2015,5/17/2015,Standard Class
126634,CA-2017-126634,3/30/2017,04/01/2017,Second Class
118500,CA-2016-118500,11/17/2016,11/18/2016,First Class
163951,CA-2016-163951,12/30/2016,01/02/2017,First Class
149916,CA-2016-149916,12/22/2016,12/24/2016,Second Class
158918,CA-2015-158918,12/20/2015,12/25/2015,Second Class
159611,US-2014-159611,12/27/2014,01/01/2015,Second Class
163265,CA-2017-163265,2/16/2017,2/21/2017,Standard Class
141705,CA-2017-141705,10/24/2017,10/26/2017,First Class
112739,CA-2016-112739,09/02/2016,09/07/2016,Second Class
143805,CA-2016-143805,12/01/2016,12/03/2016,Second Class
133634,CA-2014-133634,11/05/2014,11/10/2014,Standard Class
101665,CA-2017-101665,11/25/2017,12/01/2017,Standard Class
155446,CA-2016-155446,12/16/2016,12/23/2016,Standard Class
137323,CA-2017-137323,11/14/2017,11/18/2017,Second Class
144015,CA-2016-144015,6/26/2016,6/26/2016,Same Day
101427,CA-2014-101427,12/26/2014,12/30/2014,Standard Class
136770,CA-2016-136770,8/14/2016,8/18/2016,Standard Class
118311,CA-2016-118311,10/24/2016,10/28/2016,Standard Class
112795,US-2014-112795,8/23/2014,8/28/2014,Second Class
127096,CA-2017-127096,9/15/2017,9/17/2017,Second Class
119284,CA-2017-119284,6/15/2017,6/20/2017,Standard Class
133494,CA-2015-133494,03/01/2015,03/05/2015,Standard Class
111318,CA-2016-111318,7/23/2016,7/26/2016,First Class
132745,US-2014-132745,10/01/2014,10/05/2014,Standard Class
146815,CA-2014-146815,09/08/2014,9/13/2014,Standard Class
119144,CA-2014-119144,11/16/2014,11/18/2014,First Class
105648,CA-2014-105648,03/03/2014,03/07/2014,Standard Class
145422,US-2015-145422,12/03/2015,12/07/2015,Standard Class
136623,CA-2017-136623,07/11/2017,7/16/2017,Standard Class
121678,CA-2017-121678,11/16/2017,11/20/2017,Second Class
120824,CA-2016-120824,06/12/2016,6/16/2016,Second Class
135209,US-2016-135209,12/29/2016,12/31/2016,Second Class
148145,CA-2017-148145,3/18/2017,3/23/2017,Standard Class
103870,CA-2015-103870,12/27/2015,12/31/2015,Standard Class
111017,CA-2015-111017,7/31/2015,08/06/2015,Standard Class
116988,CA-2017-116988,6/27/2017,6/29/2017,Second Class
169390,US-2014-169390,02/07/2014,02/10/2014,Second Class
168774,CA-2016-168774,09/04/2016,09/09/2016,Standard Class
161592,CA-2017-161592,04/06/2017,04/10/2017,Standard Class
131961,US-2017-131961,12/08/2017,12/11/2017,First Class
102498,CA-2016-102498,7/24/2016,7/25/2016,First Class
113222,CA-2015-113222,11/09/2015,11/09/2015,Same Day
144771,US-2015-144771,10/02/2015,10/04/2015,First Class
162376,CA-2015-162376,11/22/2015,11/25/2015,Second Class
128076,CA-2017-128076,02/02/2017,02/07/2017,Standard Class
163825,US-2015-163825,6/16/2015,6/19/2015,First Class
105662,CA-2016-105662,05/05/2016,05/09/2016,Standard Class
152198,CA-2017-152198,09/09/2017,09/10/2017,First Class
114307,CA-2016-114307,7/22/2016,7/26/2016,Standard Class
159891,CA-2016-159891,1/31/2016,02/06/2016,Standard Class
112578,CA-2016-112578,12/29/2016,01/02/2017,Standard Class
107083,CA-2015-107083,11/21/2015,11/27/2015,Standard Class
151722,CA-2015-151722,10/05/2015,10/09/2015,Standard Class
151148,CA-2016-151148,09/12/2016,9/13/2016,Same Day
115882,CA-2017-115882,9/14/2017,9/17/2017,First Class
132276,CA-2015-132276,2/23/2015,2/28/2015,Standard Class
163636,CA-2016-163636,12/05/2016,12/09/2016,Second Class
102813,CA-2016-102813,07/02/2016,07/03/2016,First Class
135377,CA-2017-135377,12/13/2017,12/18/2017,Standard Class
165813,CA-2015-165813,3/20/2015,3/22/2015,Second Class
133585,CA-2015-133585,03/01/2015,03/04/2015,First Class
116911,CA-2016-116911,9/15/2016,9/20/2016,Standard Class
129224,US-2017-129224,3/17/2017,3/23/2017,Standard Class
145765,CA-2017-145765,5/28/2017,06/02/2017,Standard Class
126914,CA-2017-126914,6/15/2017,6/19/2017,Standard Class
169572,CA-2015-169572,09/06/2015,09/12/2015,Standard Class
162075,CA-2017-162075,3/18/2017,3/24/2017,Standard Class
162992,CA-2014-162992,12/19/2014,12/21/2014,First Class
106397,CA-2016-106397,07/07/2016,7/13/2016,Standard Class
150140,US-2016-150140,04/06/2016,04/10/2016,Standard Class
116666,CA-2014-116666,05/08/2014,05/10/2014,First Class
148992,CA-2017-148992,11/23/2017,11/27/2017,Standard Class
140935,CA-2016-140935,11/10/2016,11/12/2016,First Class
157644,CA-2014-157644,12/31/2014,01/01/2015,First Class
100398,US-2017-100398,8/19/2017,8/23/2017,Standard Class
113082,CA-2016-113082,09/12/2016,9/16/2016,Standard Class
110646,US-2017-110646,10/26/2017,10/31/2017,Standard Class
120614,CA-2017-120614,5/30/2017,06/04/2017,Standard Class
140172,US-2016-140172,03/08/2016,3/13/2016,Standard Class
127754,CA-2015-127754,7/26/2015,7/31/2015,Standard Class
144274,CA-2015-144274,11/23/2015,11/25/2015,Second Class
142930,CA-2015-142930,11/28/2015,12/02/2015,Standard Class
100622,CA-2017-100622,11/03/2017,11/07/2017,Standard Class
117156,CA-2017-117156,3/21/2017,3/23/2017,Second Class
115399,CA-2015-115399,12/19/2015,12/22/2015,First Class
157847,US-2014-157847,04/02/2014,04/06/2014,Second Class
115168,CA-2015-115168,06/05/2015,06/09/2015,Standard Class
109680,CA-2014-109680,10/06/2014,10/09/2014,First Class
167983,CA-2016-167983,8/21/2016,8/24/2016,Second Class
145324,CA-2015-145324,11/15/2015,11/19/2015,Standard Class
153423,CA-2015-153423,6/22/2015,6/27/2015,Standard Class
132675,US-2017-132675,9/24/2017,9/28/2017,Standard Class
153808,CA-2014-153808,04/06/2014,04/10/2014,Second Class
112396,US-2016-112396,02/09/2016,2/13/2016,Standard Class
141173,CA-2014-141173,11/18/2014,11/20/2014,Second Class
156664,CA-2017-156664,12/18/2017,12/23/2017,Standard Class
140718,CA-2015-140718,07/02/2015,07/04/2015,First Class
119977,CA-2014-119977,10/08/2014,10/13/2014,Second Class
115343,US-2015-115343,9/22/2015,9/25/2015,First Class
163671,CA-2017-163671,12/24/2017,12/30/2017,Standard Class
135909,CA-2017-135909,10/13/2017,10/20/2017,Standard Class
114356,US-2017-114356,8/20/2017,8/26/2017,Standard Class
125934,CA-2015-125934,09/11/2015,9/18/2015,Standard Class
158148,CA-2015-158148,12/20/2015,12/26/2015,Standard Class
120411,CA-2014-120411,9/20/2014,9/23/2014,First Class
158260,CA-2016-158260,11/04/2016,11/08/2016,Standard Class
101805,CA-2017-101805,12/01/2017,12/06/2017,Standard Class
105137,US-2014-105137,10/10/2014,10/10/2014,Same Day
142489,CA-2017-142489,11/14/2017,11/16/2017,Second Class
141264,US-2016-141264,8/13/2016,8/19/2016,Standard Class
